id	species	species_abbv	species_gp	S_SC_ST	SC	ST	plate_type	group_summary	group_summary_l2	virulence_score	esistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	Aerobactin	AbST	Salmochelin	SmST	mpA	mpA2	wzi	K_locus	K_locus_problems	K_locus_confidence	K_locus_identity	K_locus_missing_genes	O_locus	O_locus_problems	O_locus_confidence	O_locus_identity	O_locus_missing_genes	Chr_ST	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN	AGly	C	Fcyn	Flq	Gly	MLS	Ntmdz	Phe	Rif	S	Te	Tg	Tm	Omp	B	Bla_Carb	Bla_ESBL	Bla_ESBL_inhR	Bla_broad	Bla_broad_inhR	Amikacin_in	Amoxicillin_clavulanic_acid_in	Ampicillin_in	Aztreonam_in	Cefalexin_in	Cefepime_in	Cefixime_in	Cefotaxime_in	Cefoxitin_in	Ceftazidime_in	Ceftriaxone_in	Cefuroxime_in	Ciprofloxacin_in	Colistin_in	Ertapenem_in	Fosfomycin_G6P_in	Gentamicin_in	Imipenem_in	Levofloxacin_in	Mecillinam_in	Meropenem_in	Nalidixic_acid_in	Nitrofurantoin_in	Norfloxacin_in	Piperacillin_in	Piperacillin_tazobactam_in	Temocillin_in	Ticarcillin_clavulanic_acid_in	Tigecycline_in	Tobramycin_in	Trimethoprim_in	Trimethoprim_sulfamethoxazole_in	SAMPLE_DATE	ye	month	day	GROUP	ENVIRONMENTAL_GROUP	place_sampling	ORIGIN	specific_group	ASSOCIATED_GROUP	ASSOCIATED_SPECIES	GENERAL_ISOLATION_SOURCE	TYPE	IN_OUT	SAMPLE_TYPE	SAMPLE_DESCRIPTION	total_length	ncontigs	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
SPARK_1442_C1	Klebsiella grimontii	K.gri	K.oxy SPEC	K.gri_SC13_NA	SC13		SCAI	cow	other mammals	0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	-	KL74	*	Very high	95.95%		O1v1	-+*	Good	72.32%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY6-4	-	-	-	-	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2018-03-08	2018.0	3.0	8.0	ANIMAL		Pavia_province_3	farm	farm_2	mammal	cattle	cow	livestock		rectal_swab	breed_Frisona_italiana_Roberta	5929145	33	179671.06	1354740	300	539	3	1179551	3	408106	4	216539	9
SPARK_1442_C2	Klebsiella spallanzanii	K.spa	K.oxy SPEC	K.spa_SC2_NA	SC2		SCAI	cow	other mammals	0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	-	KL107	?-+*	None	79.86%	KL107_02_cpsACP,KL107_05_wzb,KL107_06_wzc,KL107_08,KL107_09,KL107_10	OL102	-*	None	87.62%	OL102_05_wbbL,OL102_06_rhamnan,OL102_07_wzm,OL102_08_wzt		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY3-1*?	-	-	-	-	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2018-03-08	2018.0	3.0	8.0	ANIMAL		Pavia_province_3	farm	farm_2	mammal	cattle	cow	livestock		rectal_swab	breed_Frisona_italiana_Roberta	5831599	168	34711.9	376900	300	53	7	103978	17	53229	35	27584	65
SPARK_1443_C1	Klebsiella michiganensis	K.mic	K.oxy SPEC	K.mic_SC16_NA	SC16		SCAI	cow	other mammals	0	0.0	1.0	2.0	-	0	-	0	-	0	-	0	-	-	-	KL161	-+*	None	77.66%	KL161_02_cpsACP,KL161_12_rmlD,KL161_13_wcuP,KL161_14,KL161_15,KL161_16_wzx	O1v1	-+*	Good	72.11%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC		-	-	-	-	-	-	-	-	-	Aph3''Ia*?	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY1-1*	-	-	-	-	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2018-03-08	2018.0	3.0	8.0	ANIMAL		Pavia_province_3	farm	farm_2	mammal	cattle	cow	livestock		rectal_swab	breed_Maine_Anjou_Olanda	6113734	58	105409.21	823161	301	143	3	498461	5	473919	7	83530	16
SPARK_1444_C1	Klebsiella variicola subsp. variicola	K.var	K.pne SPEC	K.var_SC13_ST1023	SC13	ST1023	SCAI	cow	other mammals	0	0.0	0.0	0.0	-	0	-	0	-	0	-	0	-	-	-	KL21	*	Very high	97.41%		O3/O3a	+	Good	99.32%		ST1023	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-13^	-	-	-	-	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2018-03-08	2018.0	3.0	8.0	ANIMAL		Pavia_province_3	farm	farm_2	mammal	cattle	cow	livestock		rectal_swab	breed_Brown_Swisse_Ida	5634456	31	181756.65	1161931	302	521	4	493005	4	312197	7	188714	12
SPARK_1445_C1	Klebsiella pasteurii	K.pas	K.oxy SPEC	K.pas_SC9_NA	SC9		SCAI	cow	other mammals	0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	-	KL163	?-+*	None	73.05%	KL163_02_cpsACP,KL163_05_wzb,KL163_07_wcuD,KL163_08_wzy,KL163_09_wcuE,KL163_10_wcuC,KL163_11_wbaZ,KL163_12_wbaP,KL163_13_wctH,KL163_14,KL163_15_wzx,KL163_16_wcuJ,KL163_18_manC,KL163_19_manB	O1v1	-+*	Good	72.57%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY4-1*?	-	-	-	-	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2018-03-08	2018.0	3.0	8.0	ANIMAL		Pavia_province_3	farm	farm_2	mammal	cattle	cow	livestock		rectal_swab	breed_Frisona_italiana_Giuliana	5899232	36	163867.56	1303188	302	459	3	575705	4	365242	6	160082	10
SPARK_1445_C2	Klebsiella huaxiensis	K.hua	K.oxy SPEC	K.hua_SC1_NA	SC1		SCAI	cow	other mammals	0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	-	KL148	?-+*	None	72.94%	KL148_02_cpsACP,KL148_05_wzb,KL148_06_wzc,KL148_08,KL148_09_wcuP,KL148_10,KL148_11,KL148_12_wbaZ,KL148_13_wzx,KL148_15_rmlB,KL148_16_rmlA,KL148_17_rmlD,KL148_18_rmlC	O5	*	High	81.11%			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY3-1*?	-	-	-	-	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	R	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2018-03-08	2018.0	3.0	8.0	ANIMAL		Pavia_province_3	farm	farm_2	mammal	cattle	cow	livestock		rectal_swab	breed_Frisona_italiana_Giuliana	6159557	65	94762.42	570140	302	322	2	203731	10	161017	16	74790	25
SPARK_1446_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC17_ST3345	SC17	ST3345	SCAI	cow	other mammals	0	1.0	1.0	0.0	-	0	-	0	-	0	-	0	-	-	wzi468	KL133	*	Very high	98.53%		O2v1	none	Very high	98.65%		ST3345	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-27	-	-	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	R	S	S	S	ND	S	I	S	S	S	2018-03-08	2018.0	3.0	8.0	ANIMAL		Pavia_province_3	farm	farm_2	mammal	cattle	cow	livestock		rectal_swab	breed_Pinzgauer_Michela_mother	5373576	40	134339.4	1120122	300	149	3	491394	4	353130	7	210294	11
SPARK_1447_C1	Klebsiella ornithinolytica	K.orn	K.orn SPEC	K.orn_SC61_NA	SC61		SCAI	cow	other mammals	1	0.0	0.0	1.0	ybt unknown	0	-	0	-	0	-	0	-	-	-	KL161	?-+*	None	75.22%	KL161_02_cpsACP,KL161_05_wzb,KL161_06_wzc,KL161_08,KL161_09_rmlB,KL161_10_rmlA,KL161_11_rmlC,KL161_12_rmlD,KL161_13_wcuP,KL161_14,KL161_15,KL161_16_wzx	O2v1	-+*	None	72.66%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_06_wbbO,O1/O2v1_07_kfoC		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ORN1a*	-	-	-	-	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2018-03-08	2018.0	3.0	8.0	ANIMAL		Pavia_province_3	farm	farm_2	mammal	cattle	cow	livestock		rectal_swab	breed_Angelica_son	5634904	52	108363.54	869454	301	44	4	266958	7	199536	12	89059	20
SPARK_1448_C1	Klebsiella huaxiensis	K.hua	K.oxy SPEC	K.hua_SC1_NA	SC1		SCAI	cow	other mammals	0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	-	KL127	-+*	None	75.18%	KL127_02_cpsACP,KL127_05_wzb,KL127_06_wzc,KL127_07_wbaP,KL127_08_wctK,KL127_10,KL127_11,KL127_12_wcpJ,KL127_13	O5	*	High	81.12%			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY3-1*?	-	-	-	-	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2018-03-08	2018.0	3.0	8.0	ANIMAL		Pavia_province_3	farm	farm_2	mammal	cattle	cow	livestock		rectal_swab	breed_Pezzata_Rossa_Italiana_Luna	6208089	51	121727.24	728116	302	56	1	318410	6	247924	10	111026	18
SPARK_1448_C2	Klebsiella pasteurii	K.pas	K.oxy SPEC	K.pas_SC10_NA	SC10		SCAI	cow	other mammals	0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	-	KL107	-+*	None	77.08%	KL107_02_cpsACP,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10	O1v1	-+*	Good	72.47%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY4-1*?	-	-	-	-	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2018-03-08	2018.0	3.0	8.0	ANIMAL		Pavia_province_3	farm	farm_2	mammal	cattle	cow	livestock		rectal_swab	breed_Pezzata_Rossa_Italiana_Luna	6066157	38	159635.71	1338879	301	334	2	388908	5	349794	8	107643	15
SPARK_1449_C1	Klebsiella ornithinolytica	K.orn	K.orn SPEC	K.orn_SC62_NA	SC62		SCAI	cow	other mammals	1	0.0	0.0	1.0	ybt unknown	0	-	0	-	0	-	0	-	-	-	KL59	-+*	None	76.60%	KL59_05_wzb,KL59_06_wzc,KL59_07_wzy,KL59_08_wcuI,KL59_09_manC,KL59_10_manB,KL59_11_wbaZ,KL59_12_wcaJ,KL59_13_wcqV,KL59_14_wckV,KL59_15_wzx,KL59_16_wckJ	O2v1	-+*	None	72.61%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_06_wbbO,O1/O2v1_07_kfoC		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ORN1b	-	-	-	-	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2018-03-08	2018.0	3.0	8.0	ANIMAL		Pavia_province_3	farm	farm_2	mammal	cattle	milk	Failed		milk	cat_bowl_milk	5456908	35	155911.66	892268	388	74	3	334740	6	203930	10	101565	18
SPARK_1449_C2	Klebsiella grimontii	K.gri	K.oxy SPEC	K.gri_SC42_NA	SC42		SCAI	cow	other mammals	0	0.0	2.0	4.0	-	0	-	0	-	0	-	0	-	-	-	KL29	?-+*	Good	91.27%	KL29_08_wcuD,KL29_09_wcuE	O1v1	-+*	Good	72.24%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC		-	-	-	-	-	-	-	-	-	StrA;StrB	-	-	-	-	-	-	-	-	SulI?	-	-	-	-	OXY6-1	-	-	-	-	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2018-03-08	2018.0	3.0	8.0	ANIMAL		Pavia_province_3	farm	farm_2	mammal	cattle	milk	Failed		milk	cat_bowl_milk	6249873	51	122546.53	949757	310	521	4	407882	5	252253	9	91775	18
SPARK_144_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC194_ST377	SC194	ST377	SCAI	human - hospital carriage	human	1	1.0	4.0	7.0	ybt 16; ICEKp12	294	-	0	-	0	-	0	-	-	wzi173	KL102	none	Very high	99.45%		O2v2	none	Very high	98.54%		ST377	-	-	-	-	-	-	-	-	-	Aac3-IIa;Aac6-Im;Aph2-Ib*	-	-	GyrA-83Y;GyrA-87A;ParC-80I;QnrB1?	-	-	-	-	-	-	-	-	DfrA14	-	SHV-110;TEM-1D^	-	CTX-M-15	-	-	-	I	R	R	R	R	R	R	ND	ND	R	R	R	R	S	S	S	R	S	R	R	S	ND	R	R	R	S	ND	R	I	R	R	S	2017-08-06	2017.0	8.0	6.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	feces		5730523	62	92427.79	818702	311	556	5	305501	7	218115	11	60522	20
SPARK_1450_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC4_ST45	SC4	ST45	diagnostic	human - hospital disease	human	1	1.0	5.0	7.0	ybt 10; ICEKp4	78-1LV	-	0	-	0	-	0	-	-	wzi101	KL24	none	Very high	99.00%		O2v1	none	Very high	98.76%		ST45	-	-	-	-	-	-	-	-	-	Aac3-IIa^;StrA^;StrB	-	-	-	-	-	-	CatB4	-	SulII	-	-	-	-	OXA-1	-	CTX-M-15	-	-	SHV-26*	S	R	R	R	R	R	R	ND	ND	R	R	R	S	S	S	S	R	S	S	R	S	ND	S	I	R	I	ND	R	S	R	S	S	2018-03-08	2018.0	3.0	8.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	outpatient	urine		5759286	46	125201.87	579856	413	692	8	259035	8	207241	13	87298	21
SPARK_1451_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC68_ST280	SC68	ST280	diagnostic	human - hospital disease	human	0	1.0	1.0	0.0	-	0	-	0	-	0	-	0	-	-	wzi82	KL23	none	Very high	100.00%		O2v2	?	Good	98.46%		ST280	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-27	-	-	-	S	S	R	S	S	S	S	ND	ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2018-03-08	2018.0	3.0	8.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	urine		5180388	25	207215.52	933769	332	29	2	504798	4	371818	6	211079	10
SPARK_1452_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC3_ST512	SC3	ST512	diagnostic	human - hospital disease	human	0	2.0	7.0	8.0	-	0	-	0	-	0	-	0	-	-	wzi154	KL107	none	Very high	100.00%		O2v2	none	Very high	98.37%		ST512	-	-	-	-	-	-	-	-	-	Aac6-Ib;AadA2^	-	-	GyrA-83I;ParC-80I	-	MphA	-	-	-	SulI	-	-	DfrA12	OmpK35-25%;OmpK36GD	OXA-9*;TEM-1D^	KPC-3	-	-	SHV-11	-	R	R	R	ND	ND	R	ND	R	ND	R	ND	R	R	R	R	S	S	R	R	ND	R	ND	ND	ND	R	R	ND	ND	I	R	ND	R	2018-03-09	2018.0	3.0	9.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	blood		5748605	97	59263.97	544165	300	510	5	219934	9	129776	15	46877	28
SPARK_1453_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC3_ST512	SC3	ST512	diagnostic	human - hospital disease	human	0	2.0	7.0	8.0	-	0	-	0	-	0	-	0	-	-	wzi154	KL107	none	Very high	100.00%		O2v2	none	Very high	98.37%		ST512	-	-	-	-	-	-	-	-	-	Aac6-Ib;AadA2	-	-	GyrA-83I;ParC-80I	-	MphA	-	-	-	SulI	-	-	DfrA12	OmpK35-25%;OmpK36GD	OXA-9*;TEM-1D^	KPC-3	-	-	SHV-11	-	R	R	R	ND	ND	R	ND	R	ND	R	ND	R	R	R	R	S	I	R	R	ND	R	ND	ND	ND	R	R	ND	ND	I	R	ND	R	2018-03-09	2018.0	3.0	9.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	urine		5735949	75	76479.32	543987	385	286	6	219965	9	149739	15	42367	28
SPARK_1454_C1	Klebsiella oxytoca	K.oxy	K.oxy SPEC	K.oxy_SC19_NA	SC19		diagnostic	human - hospital disease	human	0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	-	KL55	?-+*	None	73.78%	KL55_02_cpsACP,KL55_05_wzb,KL55_06_wzc,KL55_07_wcaA,KL55_08_wcaJ,KL55_09_wcpH,KL55_10_wcpI,KL55_11_wzy,KL55_12_wcpJ,KL55_13_wzx,KL55_14	O5	*	High	81.57%			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY2-6	-	-	-	-	-	S	S	R	ND	ND	S	ND	S	ND	S	ND	S	S	S	S	S	S	S	S	ND	S	ND	ND	ND	S	S	ND	ND	S	S	ND	S	2018-03-07	2018.0	3.0	7.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	conjunctival_swab		5687907	53	107319.0	1368742	300	166	3	542008	3	422926	5	215641	9
SPARK_1455_C1	Klebsiella oxytoca	K.oxy	K.oxy SPEC	K.oxy_SC3_NA	SC3		diagnostic	human - hospital disease	human	0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	-	KL29	+*	Low	93.26%		OL104	none	Very high	99.15%			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY2-2	-	-	-	-	-	S	S	R	ND	ND	S	ND	S	ND	S	ND	S	S	S	S	S	S	S	S	ND	S	ND	ND	ND	S	S	ND	ND	S	S	ND	S	2018-03-08	2018.0	3.0	8.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	outpatient	urine		5724164	48	119253.42	1062472	301	430	5	577777	4	231039	7	100092	14
SPARK_1456_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC54_ST110	SC54	ST110	diagnostic	human - hospital disease	human	0	0.0	4.0	3.0	-	0	-	0	-	0	-	0	-	-	wzi194	KL108	*	Very high	97.51%		O1v2	none	Very high	98.49%		ST110	-	-	-	-	-	-	-	-	-	AadA1-pm*?	-	-	-	-	-	-	-	-	SulI	TetD	-	-	-	-	-	-	-	SHV-1?	-	S	R	R	ND	ND	S	ND	S	ND	S	ND	S	S	S	S	S	S	S	S	ND	S	ND	ND	ND	R	R	ND	ND	S	S	ND	S	2018-03-12	2018.0	3.0	12.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	blood		5351011	59	90695.1	793606	304	239	3	355444	5	137251	10	65107	20
SPARK_1457_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC54_ST110	SC54	ST42	diagnostic	human - hospital disease	human	0	0.0	1.0	0.0	-	0	-	0	-	0	-	0	-	-	wzi33	KL64	none	Very high	99.84%		O1v1	none	Very high	99.32%		ST42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-26*	S	S	ND	ND	ND	S	ND	S	ND	S	ND	ND	S	S	S	R	S	S	S	ND	ND	ND	ND	ND	ND	S	ND	ND	ND	S	ND	S	2018-03-06	2018.0	3.0	6.0	HUMAN			hospital	hospital_2	mammal	human	human	human hospital	inpatient	urine		5582004	30	186066.8	1194116	301	544	5	597728	3	355756	6	194324	10
SPARK_1458_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC3_ST512	SC3	ST512	diagnostic	human - hospital disease	human	0	2.0	7.0	8.0	-	0	-	0	-	0	-	0	-	-	wzi154	KL107	none	Very high	100.00%		O2v2	none	Very high	98.37%		ST512	-	-	-	-	-	-	-	-	-	Aac6-Ib;AadA2^	-	-	GyrA-83I;ParC-80I	-	MphA	-	-	-	SulI	-	-	DfrA12	OmpK35-25%;OmpK36GD	OXA-9*;TEM-1D^	KPC-3	-	-	SHV-11	-	R	R	R	ND	ND	R	ND	R	ND	R	ND	R	R	R	R	S	S	R	R	ND	R	ND	ND	ND	R	R	ND	ND	I	R	ND	R	2018-03-09	2018.0	3.0	9.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	blood		5737197	80	71714.96	544159	313	117	5	270620	8	177011	14	56613	26
SPARK_1459_C1	Klebsiella aerogenes	K.aer	K.aer SPEC	K.aer_SC34_NA	SC34		SCAI	invertebrates		0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	-	KL107	?-+*	None	73.20%	KL107_02_cpsACP,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10,KL107_12,KL107_13,KL107_14,KL107_15	O2v1	?-*	None	71.06%	O1/O2v1_03_wbbM,O1/O2v1_04_glf,O1/O2v1_05_wbbN,O1/O2v1_06_wbbO,O1/O2v1_07_kfoC		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpC*	-	-	-	-	-	S	R	R	S	R	S	S		R	S	S	R	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2018-03-08	2018.0	3.0	8.0	ANIMAL		Pavia_province_3	farm	farm_2	invertebrate	fly	flypaper	environment		flypaper	flypaper	5224359	24	217681.62	1244761	324	313	3	734671	3	469199	5	190910	9
SPARK_1459_C2	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC6_ST37	SC6	ST37	SCAI	invertebrates		0	1.0	1.0	0.0	-	0	-	0	-	0	-	0	-	-	wzi12	KL12	none	Very high	99.97%		OL103	+*	None	94.53%		ST37	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-42*	-	-	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	R	S	S	S	ND	S	ND	R	S	S	S	ND	S	I	S	S	S	2018-03-08	2018.0	3.0	8.0	ANIMAL		Pavia_province_3	farm	farm_2	invertebrate	fly	flypaper	environment		flypaper	flypaper	5162598	23	224460.78	1196147	357	211	5	406032	4	349165	7	212149	10
SPARK_145_C1	Klebsiella ornithinolytica	K.orn	K.orn SPEC	K.orn_SC10_NA	SC10		SCAI	human - hospital carriage	human	1	0.0	0.0	1.0	ybt unknown	0	-	0	-	0	-	0	-	-	-	KL16	-+*	Good	85.42%	KL16_02_cpsACP,KL16_19	O1v1	-+*	None	72.63%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_06_wbbO,O1/O2v1_07_kfoC		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ORN1b*	-	-	-	-	-	S	S	R	S	S	S	S	ND	ND	S	S	S	S	S	S	R	S	I	S	ND	S	ND	S	S	S	S	ND	S	I	S	S	S	2017-08-03	2017.0	8.0	3.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	outpatient	feces		5540363	20	277018.15	1595274	310	326	2	689296	3	416583	5	235915	8
SPARK_1460_C1	Klebsiella grimontii	K.gri	K.oxy SPEC	K.gri_SC43_NA	SC43		SCAI	invertebrates		0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	-	KL107	-+*	None	76.05%	KL107_02_cpsACP,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10	O1v1	-+*	Good	72.33%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY6-2*	-	-	-	-	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2018-03-08	2018.0	3.0	8.0	ANIMAL		Pavia_province_3	farm	farm_2	invertebrate	fly	flypaper	environment		flypaper	flypaper	5823552	47	123905.36	644340	309	780	4	336123	7	213468	11	90521	20
SPARK_1460_C2	Klebsiella ornithinolytica	K.orn	K.orn SPEC	K.orn_SC63_NA	SC63		SCAI	invertebrates		1	0.0	0.0	1.0	ybt unknown	0	-	0	-	0	-	0	-	-	-	KL126	-+*	None	75.49%	KL126_02_cpsACP,KL126_05_wzb,KL126_06_wzc,KL126_07_wbaP,KL126_08,KL126_09,KL126_11_wcpS,KL126_12_wcqP	O1v1	-+*	None	72.77%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_06_wbbO,O1/O2v1_07_kfoC		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ORN1a*	-	-	-	-	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2018-03-08	2018.0	3.0	8.0	ANIMAL		Pavia_province_3	farm	farm_2	invertebrate	fly	flypaper	environment		flypaper	flypaper	5750690	108	53247.13	778943	300	0	0	364848	6	216485	10	88823	18
SPARK_1461_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC3_ST512	SC3	ST512	diagnostic	human - hospital disease	human	0	2.0	8.0	10.0	-	0	-	0	-	0	-	0	-	-	wzi154	KL107	none	Very high	100.00%		O2v2	none	Very high	98.36%		ST512	-	-	-	-	-	-	-	-	-	Aac6-Ib;AadA2;Aph3-Ia^	-	-	GyrA-83I;ParC-80I	-	MphA	-	CatA1^	-	SulI	-	-	DfrA12	OmpK35-25%;OmpK36GD	OXA-9*;TEM-1D^	KPC-3	-	-	SHV-11	-	R	R	ND	ND	ND	R	ND	R	ND	R	ND	ND	R	ND	R	R	S	R	R	ND	ND	ND	ND	ND	ND	R	ND	ND	ND	R	ND	R	2018-03-07	2018.0	3.0	7.0	HUMAN			hospital	hospital_4	mammal	human	human	human hospital	inpatient	urine		5711260	68	83989.12	548004	307	672	3	246387	8	162528	14	69583	25
